label,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
2,fa879e0a-14dc-4cbf-8912-64fa57d7bfee,Leli Manullang,https://play-lh.googleusercontent.com/a-/ALV-UjWNz9ggTnI7Z5KysZC-dqGRcJAaKkJW1WphaDwO_RLNfFkO2eYi,kenapa setiap mau liat riwayat pembelian obat selalu lemot??? tolong diperbaiki sekelas alodok kok begini,2,2,6.3.2000,2024-03-16 13:08:49,"Alo, Leli Manullang! Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu lami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com. -HR",2024-03-18 6:52:39,6.3.2000
0,84422093-b0bb-4777-b0e2-d4f29223db71,Noviya Noviya,https://play-lh.googleusercontent.com/a/ACg8ocIchhxDadmP64x2MgGbz0-9HdmL8u2xsoubZIt-B12-AtckCQ=mo,memudahkan kita untuk dapat pelayanan walaupun saat travelling,5,42,6.7.2000,2024-07-19 21:57:37,,,6.7.2000
0,aba059cc-986f-4494-896b-4b7463d67d72,Wahyu Wilia Saputri,https://play-lh.googleusercontent.com/a-/ALV-UjWLLnpL1uBds4D8anwFJ9MxcCoB1WbttZmsB0kPNdMZK52nu-Ge,"pertanyaan di jawab dengan baik, dokter jg ramah terimakasih",5,0,6.7.2000,2024-08-04 15:35:37,,,6.7.2000
0,a888a4ec-7de9-4553-af0d-4b39125a14f3,Nelly Saragih,https://play-lh.googleusercontent.com/a-/ALV-UjXoOg1ccRbTeZSpY-_-WrmQAm5Wrd6OLuwuSPzBhZzJj1q3e6p0,dokter menjawab dengan sangat jelas. terima kasih dok,5,0,6.7.2000,2024-08-11 13:57:14,,,6.7.2000
0,541bf92f-ae98-4749-a7a1-2ae162fcdec6,Tati Suharti,https://play-lh.googleusercontent.com/a-/ALV-UjVIDTd2OisiWViTtxbMQxWWOz64tYgpxg6T5Hg6T5SUSAHdlG-8,dokter yg sabar makasih dg semuanya,5,0,6.8.2000,2024-08-28 9:01:42,,,6.8.2000
1,8a3f7dde-83a2-4eeb-b651-45b337c13bb9,Fitri Uswatun,https://play-lh.googleusercontent.com/a/ACg8ocIFoBGcd-Ae0lnuLg5CYsnDFPO0xGy9g45pDMrxUSMtjT3wWw=mo,membantu sih tapi sekarang berbayar.,3,0,,2022-02-21 11:36:56,"ALO Fitri Uswatun, Terima kasih telah menggunakan layanan Chat Bersama Dokter kami. Semoga sehat selalu. -NV",2022-05-20 7:38:06,
0,91260d14-afce-4671-926e-a1215b2a55b5,Wafa Fauziyah,https://play-lh.googleusercontent.com/a/ACg8ocIGqeW5ISP_My4QzPPgan_6-6howlojcb3BYxyBpxEIKs8cnA=mo,dokternya sangat sabar dan baik,5,0,,2024-09-02 8:49:28,,,
0,23daeb3b-802c-47a0-9cc7-66e624016607,Delma Yulita,https://play-lh.googleusercontent.com/a/ACg8ocLoB9NK9-cZBa4JXdBXQcIc7mJRyAMq_GvCrU1Q-fyCKbGMYg=mo,sangat membantu. terimakasih puas dengan pelayanan nya semua,5,2,6.7.2000,2024-07-24 6:54:38,,,6.7.2000
2,1754e57a-0fd9-4387-a978-eecec6f06780,Siti Khotijah,https://play-lh.googleusercontent.com/a-/ALV-UjUVwdlqAfpDXh2Rer3YTGgn9PCui4khaiYG0XQW1A72iwW35VY,nyesel... gak bisa di verifikasi... aslinya sih gak mau kasik bintang tadinya...,1,0,6.3.2000,2024-02-10 1:45:52,"Alo, Anggi Puspita! Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu lami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com. -MR",2024-02-12 10:21:41,6.3.2000
1,3d302026-cb4c-4973-b6f4-439447751bd6,Nabil Jaya,https://play-lh.googleusercontent.com/a/ACg8ocIteaqokIWf0EqKdwfVCkVQATkj2S3KvdUJCC3aFRqKmY296A=mo,tidak ada dokter spesialis gastroenterologi di konsultasi online,3,1,6.6.2000,2024-07-12 20:52:36,,,6.6.2000
0,2e5f3a96-9d09-4afc-a787-4b450f85b585,dewi yasyinta,https://play-lh.googleusercontent.com/a/ACg8ocLdVjBQIQDrfEdLWCLJuoJcvuypUGrE2NAQVxBM2xEIEnbypg=mo,nyaman berkonsultasi di alodokter,5,0,6.7.2000,2024-08-06 19:02:43,,,6.7.2000
0,e86bb651-9a09-4179-92ef-999b6f456f9e,aysha rahma said,https://play-lh.googleusercontent.com/a/ACg8ocIDDFKuOh2OHU48z7JajZjrTdm6IOOKtDO1P-UMmB5aIWTBTA=mo,dokternya sangat clear menjelaskan dan menjawab pertanyaan saya.,5,0,6.8.2000,2024-09-03 14:07:35,,,6.8.2000
0,d073af71-dc27-4fb8-b678-0441f9f85c10,Mirza Aditya M.O,https://play-lh.googleusercontent.com/a-/ALV-UjXdUCA9oXk7TPspw0b1d9dseTvdsX8_0dmDXV1cMTCwxCDMpZw,dokternya komunikatif dan informatif,5,0,6.7.2000,2024-08-02 7:17:18,,,6.7.2000
2,2a7502ad-4168-4603-803b-e19543ce0385,Nur Syahidah,https://play-lh.googleusercontent.com/a-/ALV-UjWrN7Z4QOGQC5bPMJhaOwh5U_Wh8W1okR6id4ZE8cNgMSjv8rDbZw,"baiknya fitur untuk ganti pembayaran tersedia bisa diubah seperti di e-commerce, misalnya kita salah klik pembayaran yang harusnya mau pake shopeepay malah tidak sengaja klik pembayaran bank yaa otomatis gabisa ganti metode bayarnya ke shopeepay karena gaada fitur nya",2,47,6.3.2000,2024-03-21 2:43:31,"Alo, (Nur Syahidah)! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com-GE",2024-03-21 7:57:19,6.3.2000
1,098191fd-14a9-4ade-a911-730995e443f2,Suhar to,https://play-lh.googleusercontent.com/a-/ALV-UjVACZgmbyyKEDSJpuHGzQtKeROYk1Qz5SYdmgl0tYIcDV31pN3C,tunggu untuk mecobanya dulu bagaimana mau beri bintang dicoba saja belum,3,0,4.3.2000,2022-05-03 18:47:35,,,4.3.2000
1,9dd84ed5-3cdb-40eb-a264-bc8500db5a57,Muhamad Lukman Kartiana,https://play-lh.googleusercontent.com/a-/ALV-UjXb36NgiQ5Y5vSVt0ifCF6ycfCtnsDbQFBdCsqoUBKj4sHLxz1t,bagus untuk kesehatan,3,0,4.3.2000,2022-04-30 12:07:59,,,4.3.2000
0,b8f05c4c-9aef-4925-920b-23bb197a309e,ROSE MIATY,https://play-lh.googleusercontent.com/a/ACg8ocJRtoRg3EgPOQdb1qblCJpdBTpwrkdAzpW1cJvXFc9kFqlaTw=mo,alodokter ini suatu aplikasi yang bagus yang sangat bermanfaat bagi kita semua yang membutuhkan konsultasi secepatnya atas sakit penyakit kita. hanya untuk penyakit dalam organ tubuh kita perlu mengunjungi dokternya agar tidak salah pengobatan.,5,147,6.8.2000,2024-08-24 23:14:54,,,6.8.2000
0,345bdd8e-184c-4114-a41f-f8df9c35cc84,Pulau Dayak Chanel,https://play-lh.googleusercontent.com/a-/ALV-UjWBQIo1KZ9fEsqDt3nzLr9OmenGIW61kticyK4v8SuzDWfy-wEm,pelayanannya pendaftaran memuaskan,5,0,,2024-09-02 11:25:26,,,
1,9844efd7-c48b-4b1b-ad54-18457c3a0a6a,Pratama Putra,https://play-lh.googleusercontent.com/a-/ALV-UjV_1QsSuJGgyaO4_9EtyEMEQjR6kcLTIGFB3nMPrqOsrC-TVaY,terimakasih . aplikasi nya membantu tp . harga nya mahal skli nanya 30 ribu ...,3,0,3.2.2000,2021-07-01 13:54:58,,,3.2.2000
2,b54a7245-4977-478e-95c2-5d957f99182f,RachelKim 99,https://play-lh.googleusercontent.com/a-/ALV-UjUricS3jrMFxw-LCpYOoHaUHdZEwby6IhtXyfTW2qlGgJhmXgI,ini bug atau bagaimana ya? ngga bisa login/daftar. habis verifikasi otp ngga ada tombol lanjut,1,19,6.5.2000,2024-05-13 3:49:17,"Alo, RachelKim 99! Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com. -RY",2024-05-14 9:01:53,6.5.2000
2,52f19f47-280d-4998-a85f-c28fcdb41c45,Clarissa Syahnaz Aulia,https://play-lh.googleusercontent.com/a-/ALV-UjU3749QHc6UEVKyU3uVso2Lb3IQ2nri3U6Gm-VFrOWZN3PanOR2Qg,"tolong diperbaiki agar chat nya tidak otomatis tertutup, saya mau konsultasi tengah malam dokter nya slow respon sehingga saya pun gak monitoring hp, tiba2 chat tertutup padahal pertanyaan saya belum selesai dijawab & biaya chat tengah malam agak mahal",2,2,,2024-04-17 1:56:57,,,
1,8d286823-79bb-44f5-942d-b916bf1cd057,sandova siallagan,https://play-lh.googleusercontent.com/a-/ALV-UjXYUZp1oVdw8SniImJolD9q1IdWYVmmq3P1D25zdCVZeoFXte_o-g,udah di update tapi tetep ga bisa dibuka,3,0,3.3.2000,2021-07-22 10:18:24,,,3.3.2000
2,c760ce32-4244-4a52-b44c-03a34942c71a,Surya Wibisana,https://play-lh.googleusercontent.com/a-/ALV-UjVuGTZ2cMVZZoteLe1MxLdhat2_TiLrke-fOmnxGERX7krwj1d2KQ,"chat dokter spesialis berbayar tapi jawabannya satu dua patah kata, sangat tidak memuaskan, mending cari rujukan bpjs. masih lebih baik pelayanan tatap muka bpjs daripada bayar 45.000 , pelit jawaban.",1,8,6.8.2000,2024-09-01 9:37:13,"Alo, (Surya Wibisana)! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com-GE",2024-09-06 8:01:00,6.8.2000
1,021721ff-74c4-4883-a11b-a66748b54455,Yanti Suryani,https://play-lh.googleusercontent.com/a/ACg8ocI2_czYku0xmRYSgS6MQA347ntalt4ITkzu3gUUBlpDAoU_YQ=mo,jadi tau apa yang harus di lakukan terlebih dahulu,3,0,3.4.2001,2021-12-05 8:15:13,,,3.4.2001
2,63d650bf-f5fb-456f-a4bd-2ab3f826b64e,Nuryanti -,https://play-lh.googleusercontent.com/a-/ALV-UjXnmcLnSkCFZG8VyYmHp4flnn1VhykyuEfjKSi9XFZ3-XtMnHUnfA,"mengecewakan saya chat dg spkk, berbayar, tapi 30 menit tidak efektif. chat tidak masuk² meskipun sudah di refresh. alhasil tidak ada solusi dr dokter.",1,1,6.8.2000,2024-09-04 7:17:36,"Alo, (Nuryanti)! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com-GE",2024-09-06 8:02:36,6.8.2000
1,1f7cf180-5eca-479c-85cb-b349c0e428f0,Adhee Donny,https://play-lh.googleusercontent.com/a-/ALV-UjUlRgZAdOLtUx_yRRpsnh6xC3OgoEzGMCUHwuE7rVGd0apnvqU,dulu gratis skrng bayar,3,0,,2022-02-21 10:50:48,"ALO Adhee Donny, Terima kasih telah menggunakan layanan Chat Bersama Dokter kami. Semoga sehat selalu. -NV",2022-05-20 7:38:20,
0,48f0e624-8248-42f4-ba8d-e5811eb8e533,Janna Tunnisa,https://play-lh.googleusercontent.com/a-/ALV-UjWdXe4gbZf1WiUxzxStmzZRsPA0VE3xUXZm9NO9USK83u3xxxfl,penjelasan sangat detail dan dokternya ramah good joob,5,0,6.8.2000,2024-09-07 14:29:55,,,6.8.2000
2,81525f35-bd6e-44c0-aad9-ac6f06ca0b1a,Tiadaguna Lagi,https://play-lh.googleusercontent.com/a/ACg8ocIO6c6nEUIYlfS3RPdrI44YrNtpjAmAh38d7t5iGPGILHpDJQ=mo,respon nya lama bikin kecewa,1,1,6.7.2000,2024-08-05 12:22:50,"Alo, Tiadaguna Lagi! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com

",2024-08-06 8:26:52,6.7.2000
1,9ae82288-a132-4c23-a8de-6d029ae21ad4,Alert Llama17,https://play-lh.googleusercontent.com/a/ACg8ocKi3q4PNAoRfqZzRoyQHnEAtMEPHas9SxjiHo6-vIpiyHe0tA=mo,tolong tahun lahirnya di tambahkan lagi. mau atur tanggal hari batas maksimal cuma sampe tahun 2005.,3,2,4.0.0,2022-02-21 3:53:39,,,4.0.0
0,d8945ed1-fddc-4f0b-b858-17f3be1a00bc,Kevin andrean,https://play-lh.googleusercontent.com/a/ACg8ocII9JYJefRabCFsnlvOVjprD3zYmNhWF-rrzMIZj7a9rKgkIQ=mo,"sangat baik sekali,puas dg layanan alodokter",5,0,6.7.2000,2024-08-06 14:14:47,,,6.7.2000
0,224870be-d74e-42d5-a95c-1f1b250cbd20,Yuliana Nauraadam,https://play-lh.googleusercontent.com/a/ACg8ocIdT0asA8udn-e5Wh0vD7A87mJ4KnDqrGRhOMekn4EQqN4wtA=mo,membantu sekali tanpa harus ke rumah sakit,5,0,6.7.2000,2024-07-25 2:52:15,,,6.7.2000
0,86d413ac-dc2b-4a27-b54b-c04fab5b940a,samsul,https://play-lh.googleusercontent.com/a-/ALV-UjVRjMhZnLhe8Kz3K5v5maBr6FvIWLoNONQIyuExhhZmSvo_bSk,sangat bermanfaat dan membantu penjelasan dari dokter nya,5,0,6.7.2000,2024-07-20 12:20:01,,,6.7.2000
1,3625e3be-58ae-4b00-b0c7-1c9779774ead,Garrz XD,https://play-lh.googleusercontent.com/a-/ALV-UjWznbkuIMaA_AGjqhhsp5VFAb1GIybcEVl2VTYItuLGPYk9he8V,tambahin dong fitur diskusi kaya yang di web nya,3,0,,2022-03-22 11:44:17,,,
2,8a085609-3f6a-4f0e-95f1-b8d4f9c3f45e,Fajar diandra,https://play-lh.googleusercontent.com/a-/ALV-UjXGrSEGdlq4WTdPzfTmWZBeFJS3lwaSc_vXr7DsqnuxnMwoOLVk,asuransi terburuk yang pernah ada,1,0,,2024-08-01 11:44:46,"Alo, (Fajar diandra)! Mohon maaf atas ketidaknyamanannya. Untuk dapat kami bantu lebih lanjut terkait kendala yang kamu alami, silakan hubungi Customer Service kami melalui WhatsApp dinomor 081288880256 atau email support@alodokter.com-GE",2024-08-02 8:07:21,
0,a9dd8ac2-e8de-4ef4-a4cf-e47fb6d2d78d,Michael Jonathan Silalahi,https://play-lh.googleusercontent.com/a-/ALV-UjVtPndIGaySHpdxxj3fj2vIW-K5Jm82UoMg2tUmlfqi0LI-Ib8C,sangat membqntu dan dokternya baik dan sabar menjawab pertanyaan. dojternya juga pinter. makasih ya,5,0,6.7.2000,2024-08-09 12:14:03,,,6.7.2000
0,940010b4-f0ed-4468-a9e3-069701ba44b5,Nora Sitorus,https://play-lh.googleusercontent.com/a/ACg8ocLXsYqgHoi9MmwtfUVWUw7GqonSpa0BwqwH2xz_Or4JiD6vAA=mo,respon sangat membantu dan mudah dipahami,5,0,6.7.2000,2024-08-08 14:40:37,,,6.7.2000
